112,Julian Day,,Shot 1,,,,,,,,,,,,,,,,,,,,,,,,
1972,Year,,G1,G2,G3,,,,,,,,,,,,,,,,,,,,,,
2001,GMT hhmm,,,,,,,,,,,,,,,,,,,,order,shot-geophone,distance,time,,shot,time
,1481.016325,,-6.50E-03,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1482.90297,,2.10E-02,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1484.789615,,3.80E-02,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1486.67626,,3.80E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1488.562905,,1.20E-02,-1.30E-01,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1490.44955,,-6.50E-03,-2.40E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1492.336195,,-3.80E-02,-2.40E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1494.22284,,-6.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1496.109485,,-6.80E-02,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1497.99613,,-1.20E-01,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1499.882775,,-1.20E-01,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1501.76942,,-6.80E-02,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1503.656065,,-6.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1505.54271,,-1.20E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1507.429355,,3.80E-02,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1509.316,,6.80E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1511.202645,,1.20E-01,3.90E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1513.08929,,1.20E-01,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1514.975935,,1.20E-01,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1516.86258,,1.20E-01,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1518.749225,,6.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1520.63587,,2.10E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1522.522515,,-1.20E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1524.40916,,-3.80E-02,2.20E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1526.295805,,-3.80E-02,1.30E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1528.18245,,-3.80E-02,7.00E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1530.069095,,-3.80E-02,2.20E-02,7.00E-02,,,,,,,,,,,,,,,,,,,,,,
,1531.95574,,-3.80E-02,1.20E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1533.842385,,-3.80E-02,1.20E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1535.72903,,-3.80E-02,1.20E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1537.615675,,-3.80E-02,2.20E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1539.50232,,-6.80E-02,7.00E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1541.388965,,-6.80E-02,1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1543.27561,,-6.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1545.162255,,-6.80E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1547.0489,,-6.80E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1548.935545,,-6.80E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1550.82219,,-6.80E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1552.708835,,-6.80E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1554.59548,,-3.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1556.482125,,-3.80E-02,7.00E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1558.36877,,-2.10E-02,-4.00E-03,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1560.255415,,-2.10E-02,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1562.14206,,-2.10E-02,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1564.028705,,-2.10E-02,-4.10E-02,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1565.91535,,-2.10E-02,2.20E-02,-1.10E-03,,,,,,,,,,,,,,,,,,,,,,
,1567.801995,,-2.10E-02,7.00E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1569.68864,,-2.10E-02,1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1571.575285,,-2.10E-02,1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1573.46193,,-3.80E-02,7.00E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1575.348575,,-3.80E-02,3.90E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1577.23522,,-3.80E-02,6.80E-03,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1579.121865,,-2.10E-02,-4.10E-02,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1581.00851,,-1.20E-02,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1582.895155,,1.20E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1584.7818,,3.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1586.668445,,6.80E-02,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1588.55509,,6.80E-02,-4.30E-01,7.00E-02,,,,,,,,,,,,,,,,,,,,,,
,1590.441735,,6.80E-02,-4.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1592.32838,,6.80E-02,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1594.215025,,1.20E-01,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1596.10167,,1.20E-01,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1597.988315,,1.20E-01,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1599.87496,,1.20E-01,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1601.761605,,1.20E-01,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1603.64825,,6.80E-02,-1.30E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1605.534895,,1.20E-01,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1607.42154,,1.20E-01,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1609.308185,,6.80E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1611.19483,,6.80E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1613.081475,,2.10E-02,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1614.96812,,-2.10E-02,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1616.854765,,-6.80E-02,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1618.74141,,-6.80E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1620.628055,,-1.20E-01,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1622.5147,,-1.20E-01,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1624.401345,,-1.20E-01,4.00E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1626.28799,,-1.20E-01,4.00E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1628.174635,,-6.80E-02,4.00E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1630.06128,,-3.80E-02,4.00E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1631.947925,,-2.10E-02,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1633.83457,,-2.10E-02,2.20E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1635.721215,,-2.10E-02,3.90E-02,7.00E-02,,,,,,,,,,,,,,,,,,,,,,
,1637.60786,,-3.80E-02,-7.40E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1639.494505,,-6.80E-02,-2.40E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1641.38115,,-6.80E-02,-2.40E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1643.267795,,-1.20E-01,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1645.15444,,-1.20E-01,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1647.041085,,-1.20E-01,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1648.92773,,-1.20E-01,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1650.814375,,-6.80E-02,-4.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1652.70102,,-3.80E-02,-4.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1654.587665,,1.10E-03,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1656.47431,,3.80E-02,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1658.360955,,6.80E-02,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1660.2476,,6.80E-02,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1662.134245,,6.80E-02,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1664.02089,,6.80E-02,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1665.907535,,6.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1667.79418,,6.80E-02,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1669.680825,,6.80E-02,-2.20E-03,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1671.56747,,6.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1673.454115,,6.80E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1675.34076,,6.80E-02,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1677.227405,,6.80E-02,7.20E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1679.11405,,6.80E-02,7.20E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1681.000695,,1.20E-01,7.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1682.88734,,1.20E-01,7.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1684.773985,,6.80E-02,7.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1686.66063,,6.80E-02,4.00E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1688.547275,,6.80E-02,2.20E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1690.43392,,3.80E-02,6.80E-03,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1692.320565,,2.10E-02,-1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1694.20721,,2.10E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1696.093855,,1.20E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1697.9805,,1.20E-02,-1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1699.867145,,2.10E-02,-1.30E-01,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1701.75379,,2.10E-02,-1.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1703.640435,,3.80E-02,-1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1705.52708,,2.10E-02,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1707.413725,,1.20E-02,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1709.30037,,-3.60E-03,-4.10E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1711.187015,,-1.20E-02,-2.30E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1713.07366,,-2.10E-02,-2.30E-02,-6.40E-02,,,,,,,,,,,,,,,,,,,,,,
,1714.960305,,-1.20E-02,-4.10E-02,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1716.84695,,6.50E-03,-4.10E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1718.733595,,3.80E-02,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1720.62024,,6.80E-02,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1722.506885,,6.80E-02,-1.30E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1724.39353,,6.80E-02,3.90E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1726.280175,,6.80E-02,1.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1728.16682,,6.80E-02,1.30E-01,-3.60E-02,,,,,,,,,,,,,,,,,,,,,,
,1730.053465,,3.80E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1731.94011,,3.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1733.826755,,1.20E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1735.7134,,-2.00E-03,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1737.600045,,-3.60E-03,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1739.48669,,2.00E-03,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1741.373335,,1.20E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1743.25998,,2.10E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1745.146625,,2.10E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1747.03327,,3.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1748.919915,,3.80E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1750.80656,,2.10E-02,2.20E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1752.693205,,2.10E-02,1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1754.57985,,1.20E-02,2.20E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1756.466495,,6.50E-03,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1758.35314,,-3.60E-03,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1760.239785,,-1.20E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1762.12643,,-2.10E-02,-4.30E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1764.013075,,-3.80E-02,-4.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1765.89972,,-3.80E-02,-4.30E-01,-6.40E-02,,,,,,,,,,,,,,,,,,,,,,
,1767.786365,,-3.80E-02,-4.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1769.67301,,-6.80E-02,-4.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1771.559655,,-6.80E-02,-2.40E-01,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1773.4463,,-6.80E-02,-2.40E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1775.332945,,-6.80E-02,-2.40E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1777.21959,,-3.80E-02,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1779.106235,,-3.80E-02,-1.30E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1780.99288,,-3.80E-02,-7.40E-02,-6.30E-03,,,,,,,,,,,,,,,,,,,,,,
,1782.879525,,-2.10E-02,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1784.76617,,-6.80E-02,-2.30E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1786.652815,,-3.80E-02,6.80E-03,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1788.53946,,-3.80E-02,3.90E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1790.426105,,-6.80E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1792.31275,,-6.80E-02,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1794.199395,,-6.80E-02,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1796.08604,,-6.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1797.972685,,-6.80E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1799.85933,,-3.80E-02,2.20E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1801.745975,,-3.80E-02,2.20E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1803.63262,,-3.80E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1805.519265,,-6.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1807.40591,,-6.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1809.292555,,-6.80E-02,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1811.1792,,-1.20E-01,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1813.065845,,-1.20E-01,-4.10E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1814.95249,,-1.20E-01,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1816.839135,,-1.20E-01,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1818.72578,,-6.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1820.612425,,-3.80E-02,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1822.49907,,-3.60E-03,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1824.385715,,3.80E-02,-4.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1826.27236,,6.80E-02,-2.40E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1828.159005,,6.80E-02,-2.40E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1830.04565,,6.80E-02,-2.40E-01,-1.10E-02,,,,,,,,,,,,,,,,,,,,,,
,1831.932295,,6.80E-02,-1.30E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1833.81894,,3.80E-02,-7.40E-02,3.90E-02,,,,,,,,,,,,,,,,,,,,,,
,1835.705585,,2.10E-02,-2.30E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1837.59223,,6.50E-03,1.20E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1839.478875,,-2.00E-03,3.90E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1841.36552,,-3.60E-03,7.00E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1843.252165,,-1.10E-03,1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1845.13881,,6.50E-03,1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1847.025455,,2.10E-02,2.20E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1848.9121,,2.10E-02,2.20E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1850.798745,,2.10E-02,4.00E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1852.68539,,2.10E-02,4.00E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1854.572035,,6.50E-03,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1856.45868,,-1.20E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1858.345325,,-3.80E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1860.23197,,-6.80E-02,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1862.118615,,-6.80E-02,4.00E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1864.00526,,-6.80E-02,4.00E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1865.891905,,-6.80E-02,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1867.77855,,-6.80E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1869.665195,,-2.10E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1871.55184,,2.00E-03,1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1873.438485,,2.10E-02,3.90E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1875.32513,,3.80E-02,-4.10E-02,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1877.211775,,6.80E-02,-1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1879.09842,,6.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1880.985065,,6.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1882.87171,,6.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1884.758355,,6.80E-02,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1886.645,,6.80E-02,-4.30E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1888.531645,,6.80E-02,-4.30E-01,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1890.41829,,6.80E-02,-4.30E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1892.304935,,1.20E-01,-4.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1894.19158,,1.20E-01,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1896.078225,,1.20E-01,-4.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1897.96487,,1.20E-01,-4.30E-01,4.80E-04,,,,,,,,,,,,,,,,,,,,,,
,1899.851515,,1.20E-01,-4.30E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1901.73816,,6.80E-02,-4.30E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1903.624805,,6.80E-02,-4.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1905.51145,,2.10E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1907.398095,,3.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1909.28474,,3.80E-02,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1911.171385,,6.80E-02,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1913.05803,,6.80E-02,2.20E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1914.944675,,6.80E-02,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1916.83132,,1.20E-01,7.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1918.717965,,1.20E-01,7.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1920.60461,,1.20E-01,7.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1922.491255,,1.20E-01,7.20E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1924.3779,,1.20E-01,7.20E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1926.264545,,6.80E-02,7.20E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1928.15119,,3.80E-02,7.20E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1930.037835,,3.60E-03,7.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1931.92448,,-2.10E-02,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1933.811125,,-3.80E-02,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1935.69777,,-3.80E-02,2.20E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1937.584415,,-6.80E-02,2.20E-01,-3.60E-02,,,,,,,,,,,,,,,,,,,,,,
,1939.47106,,-6.80E-02,1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1941.357705,,-6.80E-02,2.20E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1943.24435,,-6.80E-02,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1945.130995,,-1.20E-01,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1947.01764,,-1.20E-01,-2.40E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1948.904285,,-1.20E-01,-4.30E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1950.79093,,-2.20E-01,-4.30E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1952.677575,,-2.20E-01,-4.30E-01,7.00E-02,,,,,,,,,,,,,,,,,,,,,,
,1954.56422,,-2.20E-01,-4.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1956.450865,,-2.20E-01,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1958.33751,,-2.20E-01,-4.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1960.224155,,-2.20E-01,-4.30E-01,7.00E-02,,,,,,,,,,,,,,,,,,,,,,
,1962.1108,,-2.20E-01,-4.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1963.997445,,-1.20E-01,-4.30E-01,-3.60E-02,,,,,,,,,,,,,,,,,,,,,,
,1965.88409,,-2.20E-01,-4.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1967.770735,,-6.80E-02,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1969.65738,,-2.10E-02,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1971.544025,,3.80E-02,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1973.43067,,6.80E-02,-7.40E-02,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1975.317315,,1.20E-01,3.90E-02,2.20E-02,,,,,,,,,,,,,,,,,,,,,,
,1977.20396,,1.20E-01,1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1979.090605,,2.20E-01,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
