112,Julian Day,,Shot 1,,,,,,,,,,,,,,,,,,,,,,,,
1972,Year,,G1,G2,G3,,,,,,,,,,,,,,,,,,,,,,
2001,GMT hhmm,,,,,,,,,,,,,,,,,,,,order,shot-geophone,distance,time,,shot,time
,469.774605,,-1.20E-02,2.20E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,471.66125,,6.50E-03,4.80E-04,1.20E-02,,,,,,,,,,,,,,,,,,,,,,
,473.547895,,2.10E-02,-2.30E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,475.43454,,1.20E-02,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,477.321185,,6.50E-03,-7.40E-02,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,479.20783,,-6.50E-03,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,481.094475,,-2.10E-02,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,482.98112,,-3.80E-02,-2.40E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,484.867765,,-3.80E-02,-2.40E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,486.75441,,-3.80E-02,-2.40E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,488.641055,,-3.80E-02,-2.40E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,490.5277,,-3.80E-02,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,492.414345,,-1.20E-02,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,494.30099,,1.20E-02,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,496.187635,,3.80E-02,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,498.07428,,6.80E-02,-2.30E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,499.960925,,6.80E-02,3.80E-03,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,501.84757,,6.80E-02,3.90E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,503.734215,,1.20E-01,3.90E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,505.62086,,1.20E-01,7.00E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,507.507505,,6.80E-02,7.00E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,509.39415,,6.80E-02,7.00E-02,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,511.280795,,6.80E-02,7.00E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,513.16744,,6.80E-02,7.00E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,515.054085,,3.80E-02,7.00E-02,1.20E-02,,,,,,,,,,,,,,,,,,,,,,
,516.94073,,2.10E-02,7.00E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,518.827375,,1.20E-02,1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,520.71402,,-1.10E-03,1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,522.600665,,-2.10E-02,1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,524.48731,,-2.10E-02,1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,526.373955,,-3.80E-02,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,528.2606,,-3.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,530.147245,,-3.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,532.03389,,-2.10E-02,2.20E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,533.920535,,-2.10E-02,1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,535.80718,,-1.20E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,537.693825,,-2.00E-03,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,539.58047,,-1.10E-03,3.90E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,541.467115,,-3.60E-03,1.20E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,543.35376,,-6.50E-03,-2.30E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,545.240405,,-1.20E-02,-4.10E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,547.12705,,-1.20E-02,-7.40E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,549.013695,,-1.20E-02,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,550.90034,,-1.10E-03,-7.40E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,552.786985,,1.20E-02,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,554.67363,,3.80E-02,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,556.560275,,3.80E-02,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,558.44692,,3.80E-02,-4.10E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,560.333565,,3.80E-02,-4.10E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,562.22021,,3.80E-02,-7.40E-02,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,564.106855,,2.10E-02,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,565.9935,,1.20E-02,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,567.880145,,3.80E-06,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,569.76679,,-1.20E-02,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,571.653435,,-2.10E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,573.54008,,-2.10E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,575.426725,,-1.20E-02,-4.10E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,577.31337,,-2.10E-02,-2.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,579.200015,,-6.50E-03,-2.20E-03,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,581.08666,,-2.00E-03,1.20E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,582.973305,,1.10E-03,2.20E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,584.85995,,1.10E-03,2.20E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,586.746595,,2.00E-03,2.20E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,588.63324,,2.00E-03,1.20E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,590.519885,,6.50E-03,-2.20E-03,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,592.40653,,2.10E-02,-2.30E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,594.293175,,3.80E-02,-4.10E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,596.17982,,6.80E-02,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,598.066465,,6.80E-02,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,599.95311,,6.80E-02,-7.40E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,601.839755,,6.80E-02,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,603.7264,,3.80E-02,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,605.613045,,2.10E-02,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,607.49969,,6.50E-03,-7.40E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,609.386335,,-6.50E-03,-4.10E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,611.27298,,-2.10E-02,-2.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,613.159625,,-3.80E-02,3.80E-03,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,615.04627,,-3.80E-02,3.90E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,616.932915,,-2.10E-02,7.00E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,618.81956,,-1.20E-02,1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,620.706205,,4.80E-04,1.30E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,622.59285,,1.20E-02,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,624.479495,,2.10E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,626.36614,,2.10E-02,3.90E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,628.252785,,6.50E-03,2.20E-02,2.10E-03,,,,,,,,,,,,,,,,,,,,,,
,630.13943,,-3.60E-03,3.90E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,632.026075,,-2.10E-02,3.90E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,633.91272,,-3.80E-02,7.00E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,635.799365,,-6.80E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,637.68601,,-6.80E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,639.572655,,-6.80E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,641.4593,,-6.80E-02,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,643.345945,,-1.20E-01,7.00E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,645.23259,,-1.20E-01,7.00E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,647.119235,,-6.80E-02,3.90E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,649.00588,,-6.80E-02,3.90E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,650.892525,,-3.80E-02,3.90E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,652.77917,,-2.10E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,654.665815,,-1.10E-03,7.00E-02,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,656.55246,,2.10E-02,7.00E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,658.439105,,3.80E-02,7.00E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,660.32575,,3.80E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,662.212395,,6.80E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,664.09904,,6.80E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,665.985685,,3.80E-02,7.00E-02,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,667.87233,,3.80E-02,7.00E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,669.758975,,2.10E-02,1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,671.64562,,2.10E-02,1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,673.532265,,1.20E-02,1.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,675.41891,,2.10E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,677.305555,,3.80E-02,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,679.1922,,3.80E-02,7.00E-02,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,681.078845,,6.80E-02,3.90E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,682.96549,,1.20E-01,-2.30E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,684.852135,,1.20E-01,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,686.73878,,1.20E-01,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,688.625425,,1.20E-01,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,690.51207,,1.20E-01,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,692.398715,,6.80E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,694.28536,,6.80E-02,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,696.172005,,3.80E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,698.05865,,2.10E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,699.945295,,2.10E-02,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,701.83194,,2.10E-02,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,703.718585,,2.10E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,705.60523,,2.10E-02,-1.30E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,707.491875,,2.10E-02,-7.40E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,709.37852,,6.50E-03,-4.10E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,711.265165,,-3.60E-03,-2.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,713.15181,,-2.10E-02,2.10E-03,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,715.038455,,-3.80E-02,2.20E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,716.9251,,-6.80E-02,2.20E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,718.811745,,-6.80E-02,6.80E-03,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,720.69839,,-6.80E-02,-1.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,722.585035,,-6.80E-02,-4.10E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,724.47168,,-6.80E-02,-4.10E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,726.358325,,-3.80E-02,-4.10E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,728.24497,,-1.20E-02,-4.10E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,730.131615,,6.50E-03,-4.10E-02,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,732.01826,,1.20E-02,-2.30E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,733.904905,,1.20E-02,-1.30E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,735.79155,,1.20E-02,-4.00E-03,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,737.678195,,3.80E-06,6.80E-03,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,739.56484,,-1.20E-02,1.20E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,741.451485,,-2.10E-02,6.80E-03,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,743.33813,,-2.10E-02,3.80E-06,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,745.224775,,-2.10E-02,-1.30E-02,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,747.11142,,-2.10E-02,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,748.998065,,-1.20E-02,-4.10E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,750.88471,,-3.60E-03,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,752.771355,,3.60E-03,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,754.658,,6.50E-03,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,756.544645,,6.50E-03,-2.30E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,758.43129,,2.00E-03,-2.20E-03,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,760.317935,,-3.60E-03,6.80E-03,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,762.20458,,-1.20E-02,-1.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,764.091225,,-1.20E-02,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,765.97787,,-1.20E-02,-7.40E-02,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,767.864515,,2.00E-03,-1.30E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,769.75116,,1.20E-02,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,771.637805,,2.10E-02,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,773.52445,,3.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,775.411095,,2.10E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,777.29774,,1.20E-02,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,779.184385,,-3.60E-03,-2.40E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,781.07103,,-2.10E-02,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,782.957675,,-3.80E-02,-1.30E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,784.84432,,-6.80E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,786.730965,,-6.80E-02,1.20E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,788.61761,,-6.80E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,790.504255,,-6.80E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,792.3909,,-3.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,794.277545,,-2.10E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,796.16419,,-6.50E-03,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,798.050835,,-2.00E-03,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,799.93748,,-3.60E-03,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,801.824125,,-1.20E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,803.71077,,-2.10E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,805.597415,,-2.10E-02,7.00E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,807.48406,,-3.80E-02,7.00E-02,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,809.370705,,-3.80E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,811.25735,,-3.80E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,813.143995,,-3.80E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,815.03064,,-3.80E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,816.917285,,-3.80E-02,3.90E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,818.80393,,-6.80E-02,-4.70E-04,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,820.690575,,-2.10E-02,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,822.57722,,-1.20E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,824.463865,,-2.00E-03,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,826.35051,,1.20E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,828.237155,,2.10E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,830.1238,,2.10E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,832.010445,,2.10E-02,-4.10E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,833.89709,,2.10E-02,-2.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,835.783735,,2.10E-02,4.80E-04,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,837.67038,,2.10E-02,3.90E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,839.557025,,1.20E-02,7.00E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,841.44367,,6.50E-03,7.00E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,843.330315,,3.60E-03,7.00E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,845.21696,,-1.10E-03,3.90E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,847.103605,,-6.50E-03,2.20E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,848.99025,,-1.20E-02,2.20E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,850.876895,,-1.20E-02,3.90E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,852.76354,,-2.10E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,854.650185,,-2.10E-02,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,856.53683,,-3.80E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,858.423475,,-3.80E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,860.31012,,-3.80E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,862.196765,,-6.80E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,864.08341,,-3.80E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,865.970055,,-3.80E-02,2.20E-01,7.00E-02,,,,,,,,,,,,,,,,,,,,,,
,867.8567,,-2.10E-02,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,869.743345,,-1.10E-03,3.90E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,871.62999,,2.10E-02,-2.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,873.516635,,3.80E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,875.40328,,6.80E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,877.289925,,6.80E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,879.17657,,6.80E-02,-1.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,881.063215,,1.20E-01,3.90E-02,3.90E-02,,,,,,,,,,,,,,,,,,,,,,
,882.94986,,1.20E-01,7.00E-02,3.70E-03,,,,,,,,,,,,,,,,,,,,,,
,884.836505,,6.80E-02,1.30E-01,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,886.72315,,6.80E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,888.609795,,6.80E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,890.49644,,3.80E-02,2.20E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,892.383085,,2.10E-02,-2.30E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,894.26973,,6.50E-03,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,896.156375,,1.20E-02,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,898.04302,,1.20E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,899.929665,,1.20E-02,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,901.81631,,1.20E-02,-1.30E-01,1.20E-02,,,,,,,,,,,,,,,,,,,,,,
,903.702955,,2.10E-02,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,905.5896,,2.10E-02,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,907.476245,,3.80E-02,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,909.36289,,3.80E-02,-1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,911.249535,,6.80E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,913.13618,,6.80E-02,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,915.022825,,1.20E-01,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,916.90947,,1.20E-01,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,918.796115,,1.20E-01,-4.10E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,920.68276,,1.20E-01,-1.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,922.569405,,6.80E-02,3.90E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,924.45605,,6.80E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,926.342695,,3.80E-02,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,928.22934,,2.00E-03,1.30E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,930.115985,,-2.10E-02,1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,932.00263,,-3.80E-02,7.00E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,933.889275,,-6.80E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,935.77592,,-6.80E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,937.662565,,-6.80E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,939.54921,,-6.80E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,941.435855,,-3.80E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,943.3225,,-2.10E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,945.209145,,-2.10E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,947.09579,,-2.10E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,948.982435,,-2.10E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,950.86908,,-3.80E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,952.755725,,-3.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,954.64237,,-3.80E-02,1.30E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,956.529015,,-6.80E-02,3.90E-02,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,958.41566,,-3.80E-02,-2.30E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,960.302305,,-3.80E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,962.18895,,-2.10E-02,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,964.075595,,4.80E-04,-7.40E-02,-6.40E-02,,,,,,,,,,,,,,,,,,,,,,
,965.96224,,2.10E-02,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,967.848885,,3.80E-02,-2.30E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,969.73553,,3.80E-02,1.20E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,971.622175,,3.80E-02,1.20E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,973.50882,,2.10E-02,-2.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,975.395465,,6.50E-03,-1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,977.28211,,-1.20E-02,-2.40E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
