1.008662495909994794e+00 1.363705838996200100e+03
1.273977392418324861e+00 4.301132492992064726e+03
1.539292288926654928e+00 7.238559146987929125e+03
1.804607185434984995e+00 1.092882395472194912e+04
2.069922081943315284e+00 1.913616799607939174e+04
2.335236978451645129e+00 2.734351203743682709e+04
2.600551874959974974e+00 3.752233946040655428e+04
2.865866771468305263e+00 4.874908064973120054e+04
3.131181667976635552e+00 5.997582183905584679e+04
3.396496564484965397e+00 7.120256302838046395e+04
3.661811460993295242e+00 8.246027047169278376e+04
3.927126357501625975e+00 9.486081963889238250e+04
4.192441254009955820e+00 1.072613688060919521e+05
4.457756150518285665e+00 1.196619179732915072e+05
4.723071047026615510e+00 1.293421729517838976e+05
4.988385943534946243e+00 1.371307177610954968e+05
5.253700840043276088e+00 1.449192625704070379e+05
5.519015736551605933e+00 1.527078073797186080e+05
5.784330633059935778e+00 1.576717170096579357e+05
6.049645529568266511e+00 1.614561631071028241e+05
6.314960426076596356e+00 1.652406092045476835e+05
6.580275322584926201e+00 1.690250553019925719e+05
6.845590219093256934e+00 1.728095013994374312e+05
7.110905115601586779e+00 1.758560303367879533e+05
7.376220012109916624e+00 1.764283557792879001e+05
7.641534908618246469e+00 1.770006812217878469e+05
7.906849805126576314e+00 1.775730066642877937e+05
8.172164701634907047e+00 1.781453321067877405e+05
8.437479598143236004e+00 1.783679065568524238e+05
8.702794494651566737e+00 1.765440507742434565e+05
8.968109391159897470e+00 1.747201949916344602e+05
9.233424287668226427e+00 1.728963392090254929e+05
9.498739184176557160e+00 1.710724834264164965e+05
9.764054080684887893e+00 1.692486276438075292e+05
1.002936897719321685e+01 1.674247718611985620e+05
1.029468387370154758e+01 1.656661733013690682e+05
1.055999877020987654e+01 1.652242177321274066e+05
1.082531366671820727e+01 1.647822621628857451e+05
1.109062856322653801e+01 1.643403065936440835e+05
1.135594345973486696e+01 1.638983510244024219e+05
1.162125835624319770e+01 1.634563954551607603e+05
1.188657325275152843e+01 1.630144398859190987e+05
1.215188814925985739e+01 1.625724843166774372e+05
1.241720304576818812e+01 1.621305287474357756e+05
1.268251794227651885e+01 1.616885731781940849e+05
1.294783283878484781e+01 1.612466176089524233e+05
1.321314773529317854e+01 1.608046620397107617e+05
1.347846263180150750e+01 1.603627064704691002e+05
1.374377752830983823e+01 1.599207509012274386e+05
1.400909242481816896e+01 1.594787953319857770e+05
1.427440732132649792e+01 1.590368397627441154e+05
1.453972221783482865e+01 1.585948841935024539e+05
1.480503711434315761e+01 1.581529286242607923e+05
1.507035201085148834e+01 1.577109730550191016e+05
1.533566690735981908e+01 1.572690174857774400e+05
1.560098180386814803e+01 1.568270619165357784e+05
1.586629670037647877e+01 1.563851063472941169e+05
1.613161159688480950e+01 1.559431507780524553e+05
1.639692649339313846e+01 1.555011952088107937e+05
1.666224138990146741e+01 1.550592396395691321e+05
1.692755628640979992e+01 1.546172840703274705e+05
1.719287118291812888e+01 1.541753285010858090e+05
1.745818607942645784e+01 1.537333729318441474e+05
1.772350097593479035e+01 1.532914173626024567e+05
1.798881587244311930e+01 1.528494617933607951e+05
1.825413076895144826e+01 1.524075062241191335e+05
1.851944566545978077e+01 1.519655506548774720e+05
1.878476056196810973e+01 1.515235950856358104e+05
1.905007545847643868e+01 1.510816395163941488e+05
1.931539035498477119e+01 1.506396839471524581e+05
1.958070525149310015e+01 1.501977283779107966e+05
1.984602014800142911e+01 1.501296863833261596e+05
2.011133504450975806e+01 1.500671407589944720e+05
2.037664994101809057e+01 1.500045951346627844e+05
2.064196483752641953e+01 1.499420495103311259e+05
2.090727973403474849e+01 1.498795038859994384e+05
